timestamp,vertical_opening,horizontal_width,upper_lip_x,upper_lip_y,lower_lip_x,lower_lip_y,left_corner_x,left_corner_y,right_corner_x,right_corner_y
2025-06-04T09:42:28.804083,0.00029232807418783823,0.08159226601729111,0.4631706178188324,0.7549484372138977,0.4634620249271393,0.7549716234207153,0.4210652709007263,0.7750327587127686,0.5012402534484863,0.7598910927772522
2025-06-04T09:42:28.939332,0.00027332600082370336,0.08411567480291916,0.46274134516716003,0.7549251317977905,0.46287021040916443,0.7551661729812622,0.4196670353412628,0.7757889032363892,0.5023518204689026,0.7603398561477661
2025-06-04T09:42:28.974294,0.00047987156189746214,0.08851094476217258,0.4628414213657379,0.7568368315696716,0.4629008173942566,0.7573130130767822,0.4161078631877899,0.7777130603790283,0.5033773183822632,0.7629404664039612
2025-06-04T09:42:29.011136,0.00046784864245084576,0.08631851862302913,0.4622255563735962,0.7570144534111023,0.462255597114563,0.7574813365936279,0.41753089427948,0.7769150733947754,0.5025580525398254,0.7620399594306946
2025-06-04T09:42:29.044639,0.0004934659289590859,0.08541167418114134,0.461257666349411,0.7567349672317505,0.4612374007701874,0.7572280168533325,0.41800418496131897,0.7765586376190186,0.5022474527359009,0.7624793648719788
2025-06-04T09:42:29.080438,0.00019126921779581967,0.08543387334906372,0.4618138372898102,0.7564074993133545,0.4617900252342224,0.7565972805023193,0.41882672905921936,0.7771548628807068,0.503025472164154,0.7626801133155823
2025-06-04T09:42:29.115248,0.0005432184923967597,0.08772762756588214,0.4617162048816681,0.7558973431587219,0.4616675078868866,0.7564383745193481,0.41730234026908875,0.7767606377601624,0.503661036491394,0.7613232731819153
2025-06-04T09:42:29.151184,0.0003806435462204329,0.08686878025967094,0.4618309736251831,0.7557591795921326,0.46173712611198425,0.7561280727386475,0.4176100194454193,0.7765160799026489,0.503072202205658,0.7609468698501587
2025-06-04T09:42:29.186988,0.000597297166851709,0.08712748527661233,0.4620122015476227,0.7557317018508911,0.46199336647987366,0.7563287019729614,0.41741251945495605,0.775649905204773,0.5032417178153992,0.7606649994850159
2025-06-04T09:42:29.223190,0.0006519518642665695,0.08718807253665745,0.4618017375469208,0.7558833956718445,0.4617074728012085,0.7565284967422485,0.41729673743247986,0.7758716940879822,0.5031800866127014,0.7608447074890137
2025-06-04T09:42:29.257303,0.0004991450512900479,0.08672696505135889,0.4620215594768524,0.7551209926605225,0.4618157148361206,0.7555757164955139,0.41859495639801025,0.775472104549408,0.5039753913879395,0.7602488398551941
2025-06-04T09:42:29.292762,3.597637806206799e-05,0.08721422711424973,0.4637433886528015,0.7520541548728943,0.46372830867767334,0.7520868182182312,0.4194836914539337,0.77614825963974,0.5051091313362122,0.7595770359039307
2025-06-04T09:42:29.327863,0.00028771450978944764,0.08949443432139606,0.4655677378177643,0.7470108270645142,0.46572205424308777,0.7472536563873291,0.419658362865448,0.7727205157279968,0.5076285600662231,0.7562736868858337
2025-06-04T09:42:29.363941,0.0005419018168841547,0.0864527675786083,0.46663740277290344,0.7429182529449463,0.4669497013092041,0.7433611154556274,0.4224020540714264,0.7667292356491089,0.5073639750480652,0.7507432103157043
2025-06-04T09:42:29.398322,0.0006201743741890522,0.0865277105595516,0.46774908900260925,0.738429844379425,0.4681892991065979,0.7388666868209839,0.42250096797943115,0.7638435363769531,0.5076298117637634,0.7483475804328918
